time,open,high,low,close,volume,real_volume
2024-03-17,1.27243,1.28036,1.25753,1.26003,401442,0
2024-03-24,1.25907,1.2668,1.2585899999999999,1.26217,298525,0
2024-03-31,1.25715,1.26836,1.25396,1.2637,356529,0
2024-04-07,1.26217,1.27095,1.24268,1.24492,418706,0
2024-04-14,1.2435100000000001,1.24987,1.23669,1.23692,515383,0
2024-04-21,1.23728,1.25411,1.22997,1.24922,409201,0
2024-04-28,1.2476,1.2634699999999999,1.24664,1.25473,470786,0
2024-05-05,1.25365,1.25945,1.24459,1.25234,345707,0
2024-05-12,1.25135,1.27119,1.25084,1.27006,341470,0
2024-05-19,1.2682,1.27615,1.26753,1.27367,348277,0
2024-05-26,1.27317,1.2800799999999999,1.2681,1.27426,372201,0
2024-06-02,1.27314,1.28176,1.26946,1.2721,417631,0
2024-06-09,1.27277,1.28606,1.2657,1.2687,428460,0
2024-06-16,1.26841,1.27401,1.2622200000000001,1.26386,353878,0
2024-06-23,1.26385,1.2702499999999999,1.2612999999999999,1.26438,406289,0
2024-06-30,1.2647599999999999,1.28172,1.26157,1.28147,339670,0
2024-07-07,1.27953,1.29909,1.27779,1.29882,354887,0
2024-07-14,1.29626,1.30446,1.29012,1.29122,414667,0
2024-07-21,1.2916,1.29425,1.28479,1.2865,436880,0
2024-07-28,1.28556,1.28883,1.27073,1.28049,506283,0
2024-08-04,1.28007,1.28171,1.26651,1.27579,677611,0
2024-08-11,1.27624,1.2946,1.27469,1.2945,411679,0
2024-08-18,1.29346,1.32303,1.29304,1.32164,437236,0
2024-08-25,1.3199,1.3266499999999999,1.31098,1.31297,442257,0
2024-09-01,1.3128600000000001,1.32388,1.30877,1.31312,429006,0
2024-09-08,1.31167,1.31579,1.3002,1.3123,433166,0
2024-09-15,1.31212,1.33404,1.31182,1.33205,508333,0
2024-09-22,1.3311,1.3434300000000001,1.32485,1.33712,516784,0
2024-09-29,1.33686,1.34233,1.30698,1.31198,572843,0
2024-10-06,1.31171,1.31346,1.3022,1.30692,433220,0
2024-10-13,1.30566,1.31029,1.2974,1.30493,373428,0
2024-10-20,1.30415,1.30582,1.29075,1.29614,348739,0
2024-10-27,1.29708,1.30434,1.28438,1.29195,418878,0
2024-11-03,1.2966,1.3048,1.28342,1.29196,646518,0
2024-11-10,1.2908,1.29258,1.25972,1.26184,578409,0
2024-11-17,1.26163,1.2714699999999999,1.24872,1.2533,550231,0
2024-11-24,1.2591999999999999,1.27497,1.2507,1.27328,568524,0
2024-12-01,1.27189,1.28111,1.2617099999999999,1.27416,553003,0
2024-12-08,1.27306,1.27989,1.26082,1.2619500000000001,486990,0
2024-12-15,1.26112,1.27286,1.24753,1.25672,531322,0
2024-12-22,1.25607,1.25926,1.25011,1.25721,270151,0
2024-12-29,1.25722,1.26071,1.23521,1.24219,338289,0
2025-01-05,1.2418,1.25759,1.21912,1.22064,547405,0
2025-01-12,1.22016,1.23062,1.20995,1.21695,569276,0
2025-01-19,1.21656,1.25019,1.21607,1.24815,520242,0
2025-01-26,1.24664,1.25233,1.23861,1.23879,451361,0
2025-02-02,1.2282,1.255,1.22496,1.24005,468937,0
2025-02-09,1.23663,1.26305,1.23326,1.2585600000000001,381792,0
2025-02-16,1.25698,1.26787,1.25631,1.26314,368924,0
2025-02-23,1.26244,1.27159,1.25593,1.2577,450111,0
2025-03-02,1.2581,1.29448,1.25594,1.29214,574018,0
2025-03-09,1.29165,1.29871,1.28616,1.29363,471886,0
2025-03-16,1.292,1.30151,1.28879,1.29119,342847,0
2025-03-23,1.2891599999999999,1.29921,1.28709,1.29421,330097,0
2025-03-30,1.29129,1.3207200000000001,1.28532,1.28922,510073,0
2025-04-06,1.28118,1.31451,1.2708,1.3078699999999999,830792,0
2025-04-13,1.30942,1.32989,1.3063,1.32948,663808,0
2025-04-20,1.3272,1.34239,1.32336,1.33099,391910,0
2025-04-27,1.32806,1.3444,1.3259400000000001,1.32709,345993,0
2025-05-04,1.3259400000000001,1.34028,1.32121,1.33006,354090,0
2025-05-11,1.32576,1.3360400000000001,1.314,1.3283,383477,0
2025-05-18,1.3264,1.35394,1.32615,1.35375,395513,0
2025-05-25,1.35209,1.35934,1.3415599999999999,1.3455,353213,0
2025-06-01,1.34628,1.36168,1.34479,1.3526099999999999,358296,0
2025-06-08,1.3516599999999999,1.36327,1.34564,1.35736,358809,0
2025-06-15,1.35613,1.36224,1.33827,1.34463,385096,0
2025-06-22,1.34005,1.37708,1.33704,1.37204,404558,0
2025-06-29,1.36938,1.37887,1.35629,1.3642400000000001,360879,0
2025-07-06,1.3644,1.36578,1.34813,1.3489,338175,0
2025-07-13,1.34811,1.3504399999999999,1.3365,1.34059,337271,0
2025-07-20,1.3413599999999999,1.35889,1.34021,1.34313,329948,0
2025-07-27,1.34184,1.3452899999999999,1.31414,1.32764,414992,0
2025-08-03,1.32781,1.3458700000000001,1.3253599999999999,1.34473,393630,0
2025-08-10,1.34358,1.35948,1.33991,1.35548,341592,0
2025-08-17,1.3545,1.35653,1.33906,1.35282,330027,0
2025-08-24,1.35095,1.35307,1.34166,1.35,354011,0
2025-08-31,1.34881,1.35548,1.3333300000000001,1.35047,378035,0
2025-09-07,1.34955,1.35906,1.34824,1.35569,381463,0
2025-09-14,1.35465,1.37265,1.34631,1.34704,393684,0
