time,open,high,low,close
2022-11-16 12:00:00,1.04199,1.04386,1.03844,1.0391
2022-11-16 16:00:00,1.03913,1.04124,1.03721,1.03839
2022-11-16 20:00:00,1.03838,1.04048,1.0354700000000001,1.03942
2022-11-17 00:00:00,1.03934,1.03984,1.03742,1.03774
2022-11-17 04:00:00,1.03774,1.03836,1.03598,1.03802
2022-11-17 08:00:00,1.038,1.04067,1.03569,1.03641
2022-11-17 12:00:00,1.03641,1.03702,1.0311,1.03124
2022-11-17 16:00:00,1.03124,1.03567,1.03053,1.03504
2022-11-17 20:00:00,1.03502,1.03697,1.03484,1.03648
2022-11-18 00:00:00,1.0359099999999999,1.03782,1.03572,1.03677
2022-11-18 04:00:00,1.03678,1.03909,1.03613,1.03719
2022-11-18 08:00:00,1.03719,1.03961,1.03422,1.03818
2022-11-18 12:00:00,1.03818,1.03866,1.03566,1.03645
2022-11-18 16:00:00,1.03647,1.03718,1.03262,1.03334
2022-11-18 20:00:00,1.03334,1.03373,1.03137,1.03225
2022-11-21 00:00:00,1.03217,1.0333,1.03004,1.03119
2022-11-21 04:00:00,1.03118,1.0312,1.02724,1.02824
2022-11-21 08:00:00,1.02825,1.02871,1.02263,1.02269
2022-11-21 12:00:00,1.0227,1.02561,1.02269,1.02543
2022-11-21 16:00:00,1.02545,1.02626,1.02228,1.02326
2022-11-21 20:00:00,1.02322,1.02485,1.02304,1.02406
2022-11-22 00:00:00,1.02404,1.02684,1.02378,1.02607
2022-11-22 04:00:00,1.02606,1.02677,1.02458,1.02538
2022-11-22 08:00:00,1.02538,1.0286,1.02462,1.02687
2022-11-22 12:00:00,1.02688,1.0291,1.0256,1.02605
2022-11-22 16:00:00,1.02611,1.0296,1.0254,1.02958
2022-11-22 20:00:00,1.02956,1.03082,1.02897,1.03024
2022-11-23 00:00:00,1.03033,1.03213,1.03005,1.03111
2022-11-23 04:00:00,1.03106,1.03312,1.03082,1.03273
2022-11-23 08:00:00,1.03272,1.03487,1.03021,1.03252
2022-11-23 12:00:00,1.03251,1.03407,1.02966,1.03319
2022-11-23 16:00:00,1.0332,1.0384,1.03268,1.03638
2022-11-23 20:00:00,1.03637,1.04052,1.03594,1.03945
2022-11-24 00:00:00,1.03951,1.0425,1.03922,1.04234
2022-11-24 04:00:00,1.04237,1.04486,1.04176,1.0434
2022-11-24 08:00:00,1.0434,1.04395,1.04,1.04193
2022-11-24 12:00:00,1.04194,1.04292,1.0382,1.04231
2022-11-24 16:00:00,1.0423,1.04276,1.0402,1.0409
2022-11-24 20:00:00,1.0409,1.04144,1.04014,1.04114
2022-11-25 00:00:00,1.04061,1.04153,1.03962,1.04096
2022-11-25 04:00:00,1.04095,1.04293,1.04046,1.0411299999999999
2022-11-25 08:00:00,1.04111,1.04282,1.03824,1.03934
2022-11-25 12:00:00,1.03934,1.04216,1.03612,1.03726
2022-11-25 16:00:00,1.03728,1.04117,1.03548,1.0406
2022-11-25 20:00:00,1.0406,1.04144,1.03854,1.03935
2022-11-28 00:00:00,1.03703,1.03839,1.03413,1.03484
2022-11-28 04:00:00,1.03484,1.0365,1.03434,1.03509
2022-11-28 08:00:00,1.03509,1.04566,1.03483,1.04478
2022-11-28 12:00:00,1.04481,1.04967,1.04391,1.0463
2022-11-28 16:00:00,1.04628,1.0463,1.03689,1.03698
2022-11-28 20:00:00,1.03697,1.03732,1.03302,1.034
2022-11-29 00:00:00,1.03378,1.03626,1.03342,1.03597
2022-11-29 04:00:00,1.03596,1.03944,1.03472,1.03868
2022-11-29 08:00:00,1.03868,1.03928,1.03509,1.03648
2022-11-29 12:00:00,1.03644,1.03934,1.03248,1.03302
2022-11-29 16:00:00,1.03303,1.03732,1.03258,1.03402
2022-11-29 20:00:00,1.03399,1.03465,1.03201,1.0329
2022-11-30 00:00:00,1.03272,1.03531,1.03192,1.0348
2022-11-30 04:00:00,1.0348,1.0361,1.03405,1.03488
2022-11-30 08:00:00,1.0348600000000001,1.03813,1.03359,1.03583
2022-11-30 12:00:00,1.03584,1.03922,1.03466,1.03589
2022-11-30 16:00:00,1.03589,1.03998,1.0290300000000001,1.03151
2022-11-30 20:00:00,1.0315,1.04288,1.03067,1.04084
2022-12-01 00:00:00,1.04044,1.0448,1.04009,1.04261
2022-12-01 04:00:00,1.0426,1.04515,1.04189,1.04457
2022-12-01 08:00:00,1.04457,1.0464,1.03934,1.04415
2022-12-01 12:00:00,1.04416,1.05138,1.04178,1.04894
2022-12-01 16:00:00,1.04896,1.05338,1.04696,1.05075
2022-12-01 20:00:00,1.05072,1.05304,1.04963,1.05258
2022-12-02 00:00:00,1.05152,1.05394,1.05065,1.05134
2022-12-02 04:00:00,1.05134,1.05286,1.05052,1.05232
2022-12-02 08:00:00,1.05233,1.0545,1.05129,1.05299
2022-12-02 12:00:00,1.053,1.05447,1.04284,1.04624
2022-12-02 16:00:00,1.04622,1.0534,1.04452,1.05253
2022-12-02 20:00:00,1.05257,1.05424,1.05106,1.05405
2022-12-05 00:00:00,1.05278,1.0574,1.05254,1.05681
2022-12-05 04:00:00,1.05681,1.05848,1.05575,1.05832
2022-12-05 08:00:00,1.05831,1.05832,1.05306,1.05593
2022-12-05 12:00:00,1.05592,1.05949,1.05188,1.05659
2022-12-05 16:00:00,1.05656,1.05684,1.04903,1.04954
2022-12-05 20:00:00,1.04952,1.05063,1.04802,1.04932
2022-12-06 00:00:00,1.04865,1.05189,1.04808,1.05106
2022-12-06 04:00:00,1.05106,1.05151,1.04833,1.0493999999999999
2022-12-06 08:00:00,1.04941,1.05096,1.04757,1.04942
2022-12-06 12:00:00,1.04941,1.0533,1.04915,1.05132
2022-12-06 16:00:00,1.05134,1.0529,1.04798,1.04822
2022-12-06 20:00:00,1.04822,1.04828,1.04594,1.04674
2022-12-07 00:00:00,1.04629,1.04742,1.04552,1.04728
2022-12-07 04:00:00,1.04728,1.04765,1.04581,1.04665
2022-12-07 08:00:00,1.04668,1.04842,1.04432,1.0476
2022-12-07 12:00:00,1.04762,1.05472,1.04727,1.05424
2022-12-07 16:00:00,1.05434,1.05499,1.04882,1.05182
2022-12-07 20:00:00,1.05182,1.05287,1.05028,1.0506
2022-12-08 00:00:00,1.0506199999999999,1.05152,1.04948,1.0501800000000001
2022-12-08 04:00:00,1.0501800000000001,1.05074,1.0493999999999999,1.05039
2022-12-08 08:00:00,1.05037,1.05306,1.04896,1.04947
2022-12-08 12:00:00,1.04948,1.05318,1.04908,1.05205
2022-12-08 16:00:00,1.05206,1.05649,1.05174,1.05442
2022-12-08 20:00:00,1.05442,1.05636,1.05382,1.0555
2022-12-09 00:00:00,1.05549,1.05855,1.0549,1.05791
2022-12-09 04:00:00,1.05794,1.05868,1.05662,1.0577
2022-12-09 08:00:00,1.0577,1.05884,1.05468,1.05572
2022-12-09 12:00:00,1.05576,1.05688,1.05036,1.05388
2022-12-09 16:00:00,1.05395,1.05584,1.05191,1.05455
2022-12-09 20:00:00,1.05454,1.0556,1.05289,1.05349
2022-12-12 00:00:00,1.05259,1.0536,1.0506199999999999,1.05125
2022-12-12 04:00:00,1.05121,1.05202,1.05063,1.05163
2022-12-12 08:00:00,1.05163,1.05646,1.05088,1.05594
2022-12-12 12:00:00,1.05594,1.05776,1.05534,1.05715
2022-12-12 16:00:00,1.05716,1.058,1.05178,1.05341
2022-12-12 20:00:00,1.05342,1.05389,1.05106,1.05383
2022-12-13 00:00:00,1.05295,1.05496,1.05281,1.05465
2022-12-13 04:00:00,1.05466,1.05543,1.05313,1.05512
2022-12-13 08:00:00,1.05516,1.05608,1.05312,1.05434
2022-12-13 12:00:00,1.05434,1.06616,1.0528,1.06464
2022-12-13 16:00:00,1.0647,1.0673300000000001,1.06109,1.06146
2022-12-13 20:00:00,1.06146,1.0641,1.06104,1.06324
2022-12-14 00:00:00,1.06317,1.06391,1.0621,1.06346
2022-12-14 04:00:00,1.06347,1.06386,1.06199,1.0626
2022-12-14 08:00:00,1.0626,1.0665,1.0619,1.06622
2022-12-14 12:00:00,1.06622,1.06719,1.06364,1.06466
2022-12-14 16:00:00,1.06466,1.06677,1.06318,1.06514
2022-12-14 20:00:00,1.06514,1.06952,1.06214,1.06816
2022-12-15 00:00:00,1.0682,1.06828,1.06598,1.06626
2022-12-15 04:00:00,1.06628,1.06652,1.06458,1.06586
2022-12-15 08:00:00,1.06586,1.0661100000000001,1.06057,1.06218
2022-12-15 12:00:00,1.06218,1.06679,1.06068,1.06526
2022-12-15 16:00:00,1.06525,1.07366,1.05929,1.05991
2022-12-15 20:00:00,1.05999,1.06382,1.05923,1.06263
2022-12-16 00:00:00,1.06233,1.0647199999999999,1.0619,1.06419
2022-12-16 04:00:00,1.06419,1.06625,1.06407,1.06456
2022-12-16 08:00:00,1.06452,1.06629,1.06101,1.06118
2022-12-16 12:00:00,1.06118,1.06396,1.06094,1.06341
2022-12-16 16:00:00,1.06342,1.06486,1.05978,1.06052
2022-12-16 20:00:00,1.06052,1.06172,1.0585,1.05856
2022-12-19 00:00:00,1.05894,1.06066,1.05821,1.06064
2022-12-19 04:00:00,1.06064,1.06132,1.06014,1.06075
2022-12-19 08:00:00,1.06075,1.0658,1.06036,1.06176
2022-12-19 12:00:00,1.06187,1.06352,1.05974,1.06062
2022-12-19 16:00:00,1.06062,1.06312,1.05759,1.0625
2022-12-19 20:00:00,1.0625,1.06264,1.06008,1.06073
2022-12-20 00:00:00,1.0605,1.06128,1.05978,1.06054
2022-12-20 04:00:00,1.06054,1.06522,1.0579,1.05866
2022-12-20 08:00:00,1.05866,1.0638,1.0583,1.0637
2022-12-20 12:00:00,1.06365,1.0646,1.05942,1.06157
2022-12-20 16:00:00,1.06156,1.06586,1.05983,1.0615
2022-12-20 20:00:00,1.06148,1.06292,1.05993,1.06232
2022-12-21 00:00:00,1.0624,1.06283,1.06138,1.06199
2022-12-21 04:00:00,1.06198,1.0626,1.0607,1.06176
2022-12-21 08:00:00,1.06175,1.06374,1.06097,1.06148
2022-12-21 12:00:00,1.06146,1.06452,1.06046,1.06286
2022-12-21 16:00:00,1.06286,1.06333,1.05904,1.06005
2022-12-21 20:00:00,1.06007,1.062,1.05932,1.06038
2022-12-22 00:00:00,1.06046,1.063,1.06033,1.06296
2022-12-22 04:00:00,1.06294,1.06484,1.06256,1.06402
2022-12-22 08:00:00,1.064,1.0659399999999999,1.06263,1.06464
