time,open,high,low,close
2022-11-16 12:00:00,1.18954,1.1942,1.18598,1.18727
2022-11-16 16:00:00,1.18731,1.19056,1.18321,1.1895
2022-11-16 20:00:00,1.18952,1.19251,1.18692,1.19143
2022-11-17 00:00:00,1.19122,1.19192,1.18832,1.18872
2022-11-17 04:00:00,1.18872,1.19045,1.18662,1.18974
2022-11-17 08:00:00,1.1897,1.19577,1.187,1.18864
2022-11-17 12:00:00,1.18866,1.18889,1.17624,1.17649
2022-11-17 16:00:00,1.17654,1.18441,1.17634,1.1837
2022-11-17 20:00:00,1.18367,1.18682,1.18349,1.1864
2022-11-18 00:00:00,1.18617,1.19012,1.1857199999999999,1.18862
2022-11-18 04:00:00,1.1886,1.1931,1.18859,1.19035
2022-11-18 08:00:00,1.19035,1.19508,1.18813,1.19275
2022-11-18 12:00:00,1.19275,1.19413,1.18905,1.19062
2022-11-18 16:00:00,1.19069,1.19377,1.18735,1.18792
2022-11-18 20:00:00,1.18794,1.19006,1.18753,1.18814
2022-11-21 00:00:00,1.18929,1.18967,1.1846,1.18567
2022-11-21 04:00:00,1.18569,1.18569,1.18211,1.18327
2022-11-21 08:00:00,1.18327,1.18401,1.17927,1.18052
2022-11-21 12:00:00,1.18056,1.18306,1.17847,1.1809
2022-11-21 16:00:00,1.18093,1.18275,1.17788,1.17934
2022-11-21 20:00:00,1.1792799999999999,1.18244,1.17912,1.18231
2022-11-22 00:00:00,1.18214,1.18592,1.18185,1.18531
2022-11-22 04:00:00,1.18532,1.18638,1.18337,1.18444
2022-11-22 08:00:00,1.18444,1.1884000000000001,1.18246,1.18602
2022-11-22 12:00:00,1.1859899999999999,1.19029,1.18463,1.18766
2022-11-22 16:00:00,1.18773,1.18912,1.18553,1.18819
2022-11-22 20:00:00,1.18817,1.18937,1.18744,1.18846
2022-11-23 00:00:00,1.18847,1.1909399999999999,1.18761,1.18848
2022-11-23 04:00:00,1.18848,1.1893799999999999,1.18723,1.18861
2022-11-23 08:00:00,1.18859,1.19364,1.18748,1.19192
2022-11-23 12:00:00,1.19194,1.19818,1.1905000000000001,1.19707
