time,open,high,low,close,tick_volume,spread,real_volume
2018-01-23 12:00:00,1.39468,1.39672,1.39158,1.3955899999999999,47304,0,0
2018-01-23 16:00:00,1.39558,1.40276,1.39509,1.39794,61909,0,0
2018-01-23 20:00:00,1.39795,1.40023,1.39752,1.39993,23119,0,0
2018-01-24 00:00:00,1.39946,1.40255,1.39943,1.40226,20424,0,0
2018-01-24 04:00:00,1.40229,1.40489,1.40152,1.40331,34441,0,0
2018-01-24 08:00:00,1.4033,1.41187,1.4020000000000001,1.4093200000000001,68120,0,0
2018-01-24 12:00:00,1.4093200000000001,1.41971,1.40855,1.41819,67538,0,0
2018-01-24 16:00:00,1.4182000000000001,1.42416,1.41792,1.41954,69610,0,0
2018-01-24 20:00:00,1.41954,1.4263,1.41934,1.42351,37165,0,0
2018-01-25 00:00:00,1.42375,1.42546,1.42148,1.42429,21762,0,0
2018-01-25 04:00:00,1.42429,1.43052,1.4235,1.42981,45168,0,0
2018-01-25 08:00:00,1.4298199999999999,1.4328699999999999,1.42329,1.42871,90834,0,0
2018-01-25 12:00:00,1.4287,1.4314,1.425,1.43118,73096,0,0
2018-01-25 16:00:00,1.43117,1.43454,1.42393,1.42554,91469,0,0
2018-01-25 20:00:00,1.4255499999999999,1.42756,1.4083,1.41391,93446,0,0
2018-01-26 00:00:00,1.4132500000000001,1.41916,1.41078,1.41861,32507,0,0
2018-01-26 04:00:00,1.41861,1.4190800000000001,1.41652,1.41811,44025,0,0
2018-01-26 08:00:00,1.4181,1.42866,1.41766,1.42607,82557,0,0
2018-01-26 12:00:00,1.42608,1.42682,1.42211,1.42283,61152,0,0
2018-01-26 16:00:00,1.4228399999999999,1.42321,1.41443,1.41914,91289,0,0
2018-01-26 20:00:00,1.41913,1.42077,1.41365,1.415,43910,0,0
2018-01-29 00:00:00,1.41288,1.41585,1.4123999999999999,1.41282,29945,0,0
2018-01-29 04:00:00,1.41282,1.41486,1.41105,1.41327,36638,0,0
2018-01-29 08:00:00,1.41326,1.41435,1.40936,1.41078,65114,0,0
2018-01-29 12:00:00,1.41076,1.41231,1.40571,1.40794,61799,0,0
2018-01-29 16:00:00,1.40795,1.40968,1.40251,1.40693,65707,0,0
2018-01-29 20:00:00,1.4069099999999999,1.40798,1.40594,1.40763,26912,0,0
2018-01-30 00:00:00,1.40732,1.40771,1.40549,1.40716,22851,0,0
2018-01-30 04:00:00,1.4071500000000001,1.4071500000000001,1.40356,1.40378,47317,0,0
2018-01-30 08:00:00,1.4037899999999999,1.40772,1.39799,1.4072200000000001,67818,0,0
2018-01-30 12:00:00,1.4072200000000001,1.415,1.40645,1.41404,62759,0,0
2018-01-30 16:00:00,1.41405,1.41539,1.4098600000000001,1.41426,69705,0,0
2018-01-30 20:00:00,1.41426,1.41666,1.41241,1.4149,34145,0,0
2018-01-31 00:00:00,1.41436,1.41704,1.41387,1.41557,31405,0,0
2018-01-31 04:00:00,1.41557,1.41898,1.41356,1.41888,46305,0,0
2018-01-31 08:00:00,1.41888,1.42132,1.4126699999999999,1.41288,75698,0,0
2018-01-31 12:00:00,1.41285,1.41843,1.41216,1.4176199999999999,59054,0,0
2018-01-31 16:00:00,1.41764,1.42328,1.4150800000000001,1.4184,76265,0,0
2018-01-31 20:00:00,1.41838,1.42111,1.4150800000000001,1.41932,69654,0,0
2018-02-01 00:00:00,1.4187,1.42136,1.41749,1.42053,22389,0,0
2018-02-01 04:00:00,1.42053,1.42114,1.41872,1.41902,24107,0,0
2018-02-01 08:00:00,1.41901,1.42746,1.41588,1.42485,73960,0,0
2018-02-01 12:00:00,1.42484,1.42503,1.42022,1.42266,58250,0,0
2018-02-01 16:00:00,1.42266,1.42621,1.41894,1.42302,67283,0,0
2018-02-01 20:00:00,1.42303,1.42783,1.4228,1.42628,47136,0,0
2018-02-02 00:00:00,1.4254,1.42782,1.4249,1.42636,25864,0,0
2018-02-02 04:00:00,1.42635,1.42724,1.42509,1.42577,30876,0,0
2018-02-02 08:00:00,1.42578,1.42731,1.42076,1.4216199999999999,56767,0,0
2018-02-02 12:00:00,1.4216,1.42333,1.41433,1.4157199999999999,57276,0,0
2018-02-02 16:00:00,1.4157199999999999,1.41707,1.41014,1.41557,81048,0,0
2018-02-02 20:00:00,1.41557,1.41745,1.41121,1.41154,50711,0,0
2018-02-05 00:00:00,1.40992,1.41232,1.4082,1.41133,33119,0,0
2018-02-05 04:00:00,1.41133,1.41289,1.40971,1.41231,32012,0,0
2018-02-05 08:00:00,1.41231,1.41507,1.40881,1.41162,61652,0,0
2018-02-05 12:00:00,1.41161,1.41326,1.40256,1.40416,54145,0,0
2018-02-05 16:00:00,1.40421,1.40421,1.39868,1.4032200000000001,67672,0,0
2018-02-05 20:00:00,1.4032200000000001,1.4032499999999999,1.39547,1.39588,87044,0,0
2018-02-06 00:00:00,1.3952200000000001,1.39764,1.39375,1.39554,44316,0,0
2018-02-06 04:00:00,1.39554,1.39719,1.39389,1.39667,63639,0,0
2018-02-06 08:00:00,1.39666,1.39995,1.39422,1.39932,85174,0,0
2018-02-06 12:00:00,1.3993,1.39947,1.3836300000000001,1.38561,77429,0,0
2018-02-06 16:00:00,1.38562,1.39773,1.38536,1.39571,94393,0,0
2018-02-06 20:00:00,1.39569,1.39806,1.39409,1.39505,54751,0,0
2018-02-07 00:00:00,1.3943400000000001,1.39685,1.39388,1.39664,24498,0,0
2018-02-07 04:00:00,1.39663,1.39695,1.39523,1.39621,28153,0,0
2018-02-07 08:00:00,1.39622,1.39944,1.39187,1.39224,60314,0,0
2018-02-07 12:00:00,1.39225,1.39239,1.38727,1.39059,51528,0,0
2018-02-07 16:00:00,1.3906100000000001,1.39378,1.38559,1.38738,77632,0,0
2018-02-07 20:00:00,1.38734,1.38864,1.38486,1.3881000000000001,50207,0,0
2018-02-08 00:00:00,1.38717,1.38986,1.38657,1.38902,23816,0,0
2018-02-08 04:00:00,1.38901,1.39081,1.38714,1.39053,36080,0,0
2018-02-08 08:00:00,1.39052,1.39178,1.38457,1.38604,61297,0,0
2018-02-08 12:00:00,1.38604,1.40389,1.38532,1.40382,93345,0,0
2018-02-08 16:00:00,1.40382,1.40672,1.38788,1.39009,107056,0,0
2018-02-08 20:00:00,1.39009,1.39485,1.38865,1.39112,66004,0,0
2018-02-09 00:00:00,1.39114,1.39467,1.3906800000000001,1.39336,25775,0,0
2018-02-09 04:00:00,1.39333,1.39509,1.39196,1.39438,33879,0,0
2018-02-09 08:00:00,1.39438,1.39871,1.39076,1.39188,60872,0,0
2018-02-09 12:00:00,1.39188,1.39263,1.3790499999999999,1.38364,80216,0,0
2018-02-09 16:00:00,1.38364,1.38411,1.37646,1.37859,95882,0,0
2018-02-09 20:00:00,1.37857,1.38328,1.37781,1.38269,65386,0,0
2018-02-12 00:00:00,1.38036,1.38391,1.37979,1.38311,22661,0,0
2018-02-12 04:00:00,1.38311,1.38726,1.383,1.38631,22488,0,0
2018-02-12 08:00:00,1.38633,1.3876,1.3824,1.38449,54064,0,0
2018-02-12 12:00:00,1.3845,1.38758,1.38076,1.3811200000000001,43671,0,0
2018-02-12 16:00:00,1.3811200000000001,1.38344,1.3795899999999999,1.38168,63140,0,0
2018-02-12 20:00:00,1.38168,1.38403,1.38167,1.38376,28561,0,0
2018-02-13 00:00:00,1.38342,1.38537,1.3832499999999999,1.38448,16372,0,0
2018-02-13 04:00:00,1.38448,1.38552,1.38338,1.38522,24789,0,0
2018-02-13 08:00:00,1.38522,1.3902,1.3838599999999999,1.38845,61907,0,0
2018-02-13 12:00:00,1.3884400000000001,1.39243,1.38511,1.38673,52086,0,0
2018-02-13 16:00:00,1.3867099999999999,1.39043,1.38639,1.3865,56670,0,0
2018-02-13 20:00:00,1.38651,1.3897599999999999,1.38644,1.38922,27458,0,0
2018-02-14 00:00:00,1.38901,1.3894199999999999,1.38823,1.3886,15331,0,0
2018-02-14 04:00:00,1.38859,1.39211,1.3884,1.39005,34426,0,0
2018-02-14 08:00:00,1.39005,1.39081,1.38552,1.3871,43943,0,0
2018-02-14 12:00:00,1.38711,1.3894199999999999,1.37999,1.3833,56313,0,0
2018-02-14 16:00:00,1.3833,1.39835,1.38245,1.39774,102016,0,0
2018-02-14 20:00:00,1.39774,1.4016600000000001,1.39741,1.3998300000000001,48799,0,0
2018-02-15 00:00:00,1.39939,1.40213,1.39939,1.4007800000000001,22767,0,0
2018-02-15 04:00:00,1.40079,1.40211,1.39999,1.40145,26046,0,0
2018-02-15 08:00:00,1.40145,1.40775,1.40066,1.40603,65650,0,0
2018-02-15 12:00:00,1.40602,1.40967,1.40374,1.40782,57735,0,0
2018-02-15 16:00:00,1.40781,1.40998,1.4022700000000001,1.40456,77092,0,0
2018-02-15 20:00:00,1.40457,1.41046,1.40438,1.4099300000000001,36506,0,0
2018-02-16 00:00:00,1.4098600000000001,1.41128,1.4088,1.41116,13357,0,0
2018-02-16 04:00:00,1.4111500000000001,1.4144999999999999,1.4105400000000001,1.41318,34631,0,0
2018-02-16 08:00:00,1.41318,1.41415,1.40973,1.40977,50142,0,0
2018-02-16 12:00:00,1.40977,1.41029,1.40249,1.40265,57044,0,0
2018-02-16 16:00:00,1.4026399999999999,1.40733,1.40052,1.40439,66935,0,0
2018-02-16 20:00:00,1.40445,1.40468,1.39966,1.4025400000000001,35115,0,0
2018-02-19 00:00:00,1.40106,1.40495,1.40089,1.40486,19516,0,0
2018-02-19 04:00:00,1.40485,1.40493,1.40123,1.40161,21789,0,0
2018-02-19 08:00:00,1.4015900000000001,1.40335,1.3992499999999999,1.40163,41634,0,0
2018-02-19 12:00:00,1.40164,1.40311,1.39626,1.39634,37241,0,0
2018-02-19 16:00:00,1.39632,1.40218,1.39588,1.4013499999999999,33693,0,0
2018-02-19 20:00:00,1.40134,1.4020299999999999,1.39927,1.39966,12282,0,0
2018-02-20 00:00:00,1.3994900000000001,1.4004400000000001,1.39696,1.39776,20839,0,0
2018-02-20 04:00:00,1.39778,1.39842,1.39676,1.39759,20209,0,0
2018-02-20 08:00:00,1.39758,1.40155,1.39313,1.40038,58548,0,0
2018-02-20 12:00:00,1.40038,1.4013,1.39649,1.39719,53297,0,0
2018-02-20 16:00:00,1.39719,1.40244,1.39693,1.40023,54503,0,0
2018-02-20 20:00:00,1.40024,1.40045,1.3981,1.39954,22051,0,0
2018-02-21 00:00:00,1.3992200000000001,1.40084,1.39873,1.3997899999999999,18179,0,0
2018-02-21 04:00:00,1.3998,1.40023,1.39723,1.39779,25099,0,0
2018-02-21 08:00:00,1.39779,1.40007,1.39276,1.3969,47406,0,0
2018-02-21 12:00:00,1.39688,1.39691,1.39042,1.39253,55223,0,0
2018-02-21 16:00:00,1.39252,1.39908,1.3921700000000001,1.3967,66227,0,0
2018-02-21 20:00:00,1.3967,1.40088,1.39063,1.39169,67276,0,0
2018-02-22 00:00:00,1.39171,1.39181,1.38974,1.39133,21410,0,0
2018-02-22 04:00:00,1.39134,1.3915,1.39045,1.39045,21119,0,0
2018-02-22 08:00:00,1.39046,1.3917,1.38693,1.38882,50708,0,0
2018-02-22 12:00:00,1.3888,1.39197,1.38567,1.39193,59935,0,0
2018-02-22 16:00:00,1.39194,1.3989099999999999,1.3909799999999999,1.39601,61754,0,0
2018-02-22 20:00:00,1.39601,1.3970099999999999,1.3946100000000001,1.39546,30499,0,0
2018-02-23 00:00:00,1.39507,1.39608,1.39451,1.39555,17734,0,0
2018-02-23 04:00:00,1.3955600000000001,1.39609,1.39397,1.39441,24905,0,0
2018-02-23 08:00:00,1.3944,1.39948,1.3924,1.3967,44621,0,0
2018-02-23 12:00:00,1.3967100000000001,1.40005,1.39042,1.39816,47982,0,0
2018-02-23 16:00:00,1.39816,1.40056,1.39598,1.39822,52816,0,0
2018-02-23 20:00:00,1.39822,1.39822,1.3961700000000001,1.39696,23547,0,0
2018-02-26 00:00:00,1.3982299999999999,1.39873,1.3963999999999999,1.39811,22640,0,0
2018-02-26 04:00:00,1.39813,1.40189,1.39813,1.40184,22740,0,0
2018-02-26 08:00:00,1.40183,1.407,1.4009,1.40607,46450,0,0
2018-02-26 12:00:00,1.40608,1.40677,1.3992,1.3992,41039,0,0
2018-02-26 16:00:00,1.3992,1.39975,1.3928099999999999,1.39659,60103,0,0
2018-02-26 20:00:00,1.3966,1.3973200000000001,1.39566,1.39662,20609,0,0
2018-02-27 00:00:00,1.39655,1.39745,1.3958599999999999,1.39691,19021,0,0
2018-02-27 04:00:00,1.39691,1.39727,1.39527,1.39634,20663,0,0
2018-02-27 08:00:00,1.39635,1.39964,1.3949799999999999,1.39533,46122,0,0
2018-02-27 12:00:00,1.39533,1.39726,1.39107,1.39117,56499,0,0
2018-02-27 16:00:00,1.39118,1.39323,1.38577,1.39238,90282,0,0
2018-02-27 20:00:00,1.39238,1.3941,1.39013,1.39087,29039,0,0
2018-02-28 00:00:00,1.3904,1.39145,1.38979,1.3908800000000001,21551,0,0
2018-02-28 04:00:00,1.39087,1.39115,1.38898,1.39021,20297,0,0
2018-02-28 08:00:00,1.3902,1.39166,1.3872200000000001,1.38914,46608,0,0
2018-02-28 12:00:00,1.38913,1.3897599999999999,1.38071,1.38224,62686,0,0
2018-02-28 16:00:00,1.38226,1.38352,1.37709,1.3785,76435,0,0
2018-02-28 20:00:00,1.37848,1.37897,1.37568,1.3759299999999999,30258,0,0
2018-03-01 00:00:00,1.37585,1.3761700000000001,1.37433,1.3752,19528,0,0
2018-03-01 04:00:00,1.37519,1.37603,1.37426,1.37535,20711,0,0
2018-03-01 08:00:00,1.37534,1.37706,1.37396,1.37405,47473,0,0
2018-03-01 12:00:00,1.37404,1.3774199999999999,1.37271,1.37724,50950,0,0
2018-03-01 16:00:00,1.37724,1.37791,1.37117,1.37354,90406,0,0
2018-03-01 20:00:00,1.37354,1.37857,1.37148,1.37756,69626,0,0
2018-03-02 00:00:00,1.37735,1.37934,1.37662,1.37877,20813,0,0
2018-03-02 04:00:00,1.37878,1.3793,1.37778,1.379,25203,0,0
2018-03-02 08:00:00,1.379,1.3791,1.37555,1.37731,49173,0,0
2018-03-02 12:00:00,1.37733,1.38167,1.37591,1.3790499999999999,71029,0,0
2018-03-02 16:00:00,1.3790200000000001,1.37951,1.37568,1.37718,78990,0,0
2018-03-02 20:00:00,1.37716,1.38041,1.37634,1.37985,33107,0,0
2018-03-05 00:00:00,1.37995,1.38143,1.3777599999999999,1.37969,29141,0,0
2018-03-05 04:00:00,1.37968,1.38004,1.37811,1.37903,21312,0,0
2018-03-05 08:00:00,1.37903,1.38231,1.37664,1.38166,58300,0,0
2018-03-05 12:00:00,1.38166,1.38351,1.38031,1.38035,49441,0,0
2018-03-05 16:00:00,1.38032,1.38775,1.37984,1.38457,66554,0,0
2018-03-05 20:00:00,1.38456,1.38534,1.38228,1.3848,29422,0,0
2018-03-06 00:00:00,1.38484,1.3862700000000001,1.38377,1.38537,21281,0,0
2018-03-06 04:00:00,1.38537,1.38565,1.38367,1.38458,20625,0,0
2018-03-06 08:00:00,1.38458,1.38541,1.38166,1.38492,46703,0,0
2018-03-06 12:00:00,1.38491,1.39295,1.38431,1.3905699999999999,62593,0,0
2018-03-06 16:00:00,1.3906,1.39165,1.38712,1.38788,67578,0,0
2018-03-06 20:00:00,1.38789,1.39001,1.38787,1.3888,27569,0,0
2018-03-07 00:00:00,1.38846,1.39073,1.38842,1.38931,32951,0,0
2018-03-07 04:00:00,1.38932,1.3897300000000001,1.3881999999999999,1.38833,28935,0,0
2018-03-07 08:00:00,1.38833,1.39127,1.38462,1.38648,49914,0,0
2018-03-07 12:00:00,1.38647,1.38889,1.38529,1.38814,54779,0,0
2018-03-07 16:00:00,1.38814,1.39009,1.38663,1.38869,65192,0,0
2018-03-07 20:00:00,1.38869,1.3906399999999999,1.38824,1.39038,27055,0,0
2018-03-08 00:00:00,1.38868,1.39082,1.38867,1.39043,16780,0,0
2018-03-08 04:00:00,1.39043,1.39094,1.38989,1.38999,20875,0,0
2018-03-08 08:00:00,1.38999,1.39101,1.38616,1.3862700000000001,47701,0,0
2018-03-08 12:00:00,1.3862700000000001,1.38984,1.38524,1.38857,64952,0,0
2018-03-08 16:00:00,1.38857,1.38886,1.38082,1.3815,74944,0,0
2018-03-08 20:00:00,1.3815,1.38206,1.37813,1.38126,39593,0,0
2018-03-09 00:00:00,1.38046,1.38154,1.3788,1.37953,27798,0,0
2018-03-09 04:00:00,1.37952,1.3807800000000001,1.37921,1.3807,24205,0,0
2018-03-09 08:00:00,1.3807,1.38312,1.37971,1.3811200000000001,41672,0,0
2018-03-09 12:00:00,1.38117,1.3847800000000001,1.38021,1.38389,62775,0,0
2018-03-09 16:00:00,1.38389,1.3889,1.38337,1.38521,66932,0,0
2018-03-09 20:00:00,1.38521,1.38611,1.3841,1.38493,25060,0,0
2018-03-12 00:00:00,1.3844400000000001,1.38589,1.38409,1.38563,10104,0,0
2018-03-12 04:00:00,1.38562,1.38644,1.38524,1.38609,19110,0,0
2018-03-12 08:00:00,1.3860999999999999,1.38815,1.38544,1.38772,32816,0,0
2018-03-12 12:00:00,1.38771,1.38965,1.3841,1.38934,42488,0,0
2018-03-12 16:00:00,1.38934,1.3906399999999999,1.38803,1.38918,49715,0,0
2018-03-12 20:00:00,1.38918,1.39177,1.38857,1.39052,23914,0,0
2018-03-13 00:00:00,1.39048,1.39126,1.39022,1.39069,11832,0,0
2018-03-13 04:00:00,1.39069,1.39097,1.38893,1.38907,21451,0,0
2018-03-13 08:00:00,1.38906,1.38978,1.38789,1.38907,28291,0,0
2018-03-13 12:00:00,1.38907,1.39624,1.38745,1.3951,52136,0,0
2018-03-13 16:00:00,1.39509,1.39933,1.39402,1.3989099999999999,74919,0,0
2018-03-13 20:00:00,1.3989099999999999,1.39946,1.3957899999999999,1.39618,31730,0,0
2018-03-14 00:00:00,1.39614,1.39819,1.39565,1.3976199999999999,14037,0,0
2018-03-14 04:00:00,1.39763,1.39958,1.39747,1.3988,20566,0,0
2018-03-14 08:00:00,1.3988,1.39931,1.39409,1.39541,37739,0,0
2018-03-14 12:00:00,1.39541,1.39914,1.39439,1.39571,48282,0,0
2018-03-14 16:00:00,1.39573,1.39765,1.39253,1.39581,68260,0,0
2018-03-14 20:00:00,1.3958,1.39779,1.3953,1.39621,26851,0,0
2018-03-15 00:00:00,1.39612,1.39747,1.39567,1.3974,15065,0,0
2018-03-15 04:00:00,1.39738,1.39855,1.39682,1.39835,21818,0,0
2018-03-15 08:00:00,1.39833,1.39885,1.39619,1.3961999999999999,33483,0,0
2018-03-15 12:00:00,1.3961700000000001,1.39646,1.39215,1.39357,53470,0,0
2018-03-15 16:00:00,1.39359,1.39877,1.39255,1.39416,68784,0,0
2018-03-15 20:00:00,1.39415,1.39658,1.39272,1.39358,30645,0,0
2018-03-16 00:00:00,1.39354,1.3940000000000001,1.39264,1.39275,13808,0,0
2018-03-16 04:00:00,1.3927399999999999,1.39349,1.39109,1.3930500000000001,23120,0,0
2018-03-16 08:00:00,1.39306,1.39737,1.3927,1.39687,32064,0,0
2018-03-16 12:00:00,1.39688,1.39806,1.39544,1.3957600000000001,42614,0,0
2018-03-16 16:00:00,1.3957600000000001,1.39588,1.38896,1.39363,64411,0,0
2018-03-16 20:00:00,1.39363,1.3949500000000001,1.3930500000000001,1.39416,26003,0,0
2018-03-19 00:00:00,1.39354,1.3949,1.3933499999999999,1.39344,12996,0,0
2018-03-19 04:00:00,1.39343,1.39353,1.39136,1.39145,26565,0,0
2018-03-19 08:00:00,1.39144,1.39508,1.3913,1.39462,39415,0,0
2018-03-19 12:00:00,1.39462,1.40883,1.3942999999999999,1.4065400000000001,79825,0,0
2018-03-19 16:00:00,1.4065400000000001,1.40686,1.40183,1.40381,64154,0,0
2018-03-19 20:00:00,1.40382,1.40519,1.40222,1.40241,32276,0,0
2018-03-20 00:00:00,1.40235,1.40341,1.40189,1.40334,13253,0,0
2018-03-20 04:00:00,1.40333,1.40482,1.40248,1.4026100000000001,18491,0,0
