vwap_distance_pct,vwap_band_1,vwap_band_2,vwap_band_3,vwap_above,vwap_below,vwap_at,vwap_band_score,at_poc,at_lvn,above_vah,below_val,at_swing_high,at_swing_low,htf_total_score,at_prev_day_vah,at_prev_day_val,at_prev_day_poc,at_prev_day_high,at_prev_day_low,at_weekly_hvn,at_daily_hvn,at_prev_week_high,at_prev_week_low,weekly_hvn_count,at_daily_bullish_fvg,at_daily_bearish_fvg,at_weekly_bullish_fvg,at_weekly_bearish_fvg,adx,plus_di,minus_di,trend_strength,trend_bullish,trend_bearish,regime_ranging,regime_trending,regime_strong,di_spread,hour,day_of_week,day_of_month,session_tokyo,session_london,session_ny,session_sydney,is_session_open,is_session_close,is_overlap,week_of_year,had_dca,dca_count,had_hedge,hedge_count,had_grid,grid_count,had_partial_close,partial_close_count,total_recovery_volume,recovery_cost,partial_profit_contribution,atr_14,atr_percentile,recent_range_pips,momentum_20_pct,distance_from_high_pct,distance_from_low_pct,distance_to_swing_pct,htf_aligned,htf_factors_count,signal_conviction,trades_last_hour,trades_today,win_streak,minutes_since_last_trade,open_position_count,spread_pips,spread_percentile,spread_vs_avg_pct,slippage_pips,risk_percent,position_vs_avg,account_drawdown,daily_volume_used,margin_level_pct,confluence_score,direction_sell,direction_buy,target
0.048008038507674225,1,0,0,1,0,0,1,1,0,0,0,1,0,8,1,0,1,0,1,0,1,0,0,5,1,1,0,0,13.276256004465209,22.709555034920353,21.270689316728866,1.4388657181914866,1,0,1,0,0,1.4388657181914866,1,2,21,1,0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0014635714285713894,0.4,31.999999999998696,-0.27533284847044665,-0.1510810106798628,0.08707624753469231,999.0,0,0,4,1,3,4,0.016666666666666666,4,0.40000000000040004,0.24,-11.504424778539345,0.0,9.360556953138712,1.0193548387096774,0.22699350611362015,0.12,2276.34865798565,11,1,0,1
0.08416986745811264,1,0,0,1,0,0,1,1,0,0,0,1,0,8,1,0,1,0,1,0,1,0,0,5,1,1,0,0,12.147574890016447,23.33245770769708,17.979285770470725,5.353171937226357,1,0,1,0,0,5.353171937226357,4,2,21,1,0,0,0,0,0,0,4,1,2,1,1,0,0,0,0,0.16999999999999998,0.0,0.0,0.00125785714285712,0.22,29.399999999999427,-0.024543162498043346,-0.1652449644946713,0.05359296145771604,999.0,0,0,4,0,4,6,194.51666666666668,5,0.20000000000131024,0.32,-20.634920634375177,0.0,9.221476819512645,1.0191082802547773,3.20561587938309,0.16,1586.0938883968113,11,1,0,1
0.08416986745811264,1,0,0,1,0,0,1,1,0,0,0,1,0,8,1,0,1,0,1,0,1,0,0,5,1,1,0,0,12.147574890016447,23.33245770769708,17.979285770470725,5.353171937226357,1,0,1,0,0,5.353171937226357,4,2,21,1,0,0,0,0,0,0,4,1,2,1,1,0,0,0,0,0.16999999999999998,0.0,0.0,0.00125785714285712,0.22,29.399999999999427,-0.024543162498043346,-0.1652449644946713,0.05359296145771604,999.0,0,0,4,0,4,6,0.0,5,0.20000000000131024,0.32,-20.634920634375177,0.0,9.221476819512645,1.0188679245283019,3.20561587938309,0.2,1586.0938883968113,11,1,0,1
0.42165311983096776,0,1,0,1,0,0,1,0,0,1,0,1,0,6,1,0,0,0,0,0,1,1,0,5,1,1,1,1,35.77835485337622,20.826636211120526,19.13690286772396,1.689733343396565,1,0,0,0,1,1.689733343396565,7,2,21,1,0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0009842857142857233,0.24,32.80000000000172,-0.17054805617852986,-0.24004783871518698,0.040150350247752646,999.0,0,0,2,0,6,8,154.93333333333334,4,0.2999999999997449,0.36,11.940298507450331,0.0,8.59854469631015,1.0186335403726707,1.032900181644258,0.24000000000000002,3275.6314478833156,9,1,0,1
0.42165311983096776,0,1,0,1,0,0,1,0,0,1,0,1,0,6,1,0,0,0,0,0,1,1,0,5,1,1,1,1,35.77835485337622,20.826636211120526,19.13690286772396,1.689733343396565,1,0,0,0,1,1.689733343396565,7,2,21,1,0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0009842857142857233,0.24,32.80000000000172,-0.17054805617852986,-0.24004783871518698,0.040150350247752646,999.0,0,0,2,1,7,8,0.016666666666666666,4,0.2999999999997449,0.36,11.940298507450331,0.0,8.59854469631015,1.0184049079754602,1.0243016369479436,0.28,3275.916044112416,9,1,0,1
-0.16038404930892497,1,0,0,0,1,0,1,1,0,0,1,1,0,8,0,1,1,0,1,0,1,0,0,5,1,1,0,0,12.810827568390883,19.2149986651067,24.08646127210485,4.871462606998147,0,1,1,0,0,-4.871462606998147,8,2,21,0,1,0,0,1,0,0,4,1,1,0,0,0,0,0,0,0.05,0.0,0.0,0.0014028571428571343,0.48,52.99999999999861,-0.44324003266760936,-0.3625404687663079,0.032822593880077876,999.0,0,0,4,2,8,10,46.81666666666667,4,0.1999999999990898,0.0,-16.666666667113837,0.0,8.555509213213984,1.0181818181818183,2.62761076710835,0.32,3239.0608324439704,12,0,1,1
-0.16038404930892497,1,0,0,0,1,0,1,1,0,0,1,1,0,8,0,1,1,0,1,0,1,0,0,5,1,1,0,0,12.810827568390883,19.2149986651067,24.08646127210485,4.871462606998147,0,1,1,0,0,-4.871462606998147,8,2,21,0,1,0,0,1,0,0,4,1,1,0,0,0,0,0,0,0.05,0.0,0.0,0.0014028571428571343,0.48,52.99999999999861,-0.44324003266760936,-0.3625404687663079,0.032822593880077876,999.0,0,0,4,3,9,10,0.016666666666666666,4,0.1999999999990898,0.0,-17.35537190127384,0.0,8.555509213213984,1.0179640718562875,2.62761076710835,0.36,3239.0608324439704,12,0,1,1
0.15129504933749496,1,0,0,1,0,0,1,1,0,0,0,1,0,8,0,1,1,0,1,0,1,0,0,5,1,1,0,0,13.01219728934445,25.342428759178965,16.27082293865037,9.071605820528596,1,0,1,0,0,9.071605820528596,11,2,21,0,1,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0017992857142857016,0.7,55.49999999999944,0.17277330950253947,-0.22493166397295034,0.18843612908991467,999.0,0,0,4,0,10,10,183.58333333333334,8,0.20000000000131024,0.58,6.439293542825908e-10,0.0,8.575226171590277,1.017751479289941,2.6229473052351664,0.39999999999999997,1125.852026273392,11,0,1,1
0.15129504933749496,1,0,0,1,0,0,1,1,0,0,0,1,0,8,0,1,1,0,1,0,1,0,0,5,1,1,0,0,13.01219728934445,25.342428759178965,16.27082293865037,9.071605820528596,1,0,1,0,0,9.071605820528596,11,2,21,0,1,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0017992857142857016,0.7,55.49999999999944,0.17277330950253947,-0.22493166397295034,0.18843612908991467,999.0,0,0,4,0,10,10,0.0,8,0.20000000000131024,0.58,6.439293542825908e-10,0.0,8.575226171590277,1.0175438596491229,2.6229473052351664,0.43999999999999995,1125.852026273392,11,0,1,1
0.15129504933749496,1,0,0,1,0,0,1,1,0,0,0,1,0,8,1,0,1,0,1,0,1,0,0,5,1,1,0,0,13.01219728934445,25.342428759178965,16.27082293865037,9.071605820528596,1,0,1,0,0,9.071605820528596,11,2,21,0,1,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0017992857142857016,0.7,55.49999999999944,0.17277330950253947,-0.1242578014553833,0.28869477224362594,999.0,0,0,4,2,12,10,26.016666666666666,8,0.20000000000131024,0.64,7.105427357601002e-10,0.0,8.575226171590277,1.017341040462428,2.950949706298501,0.4799999999999999,1122.0597347874582,11,0,1,1
